iter	F1	Logloss
0	0.9994687736	0.332107509
1	0.9995210083	0.155329353
2	0.9995882833	0.07583077743
3	0.9995733054	0.03861699935
4	0.9996257261	0.01967866021
5	0.9996257261	0.0120427229
6	0.9996931161	0.007076855148
7	0.9997155774	0.004407336384
8	0.9997754693	0.002828440487
9	0.9997829747	0.002031891782
10	0.9998503263	0.001532407638
11	0.9998353688	0.001357423665
12	0.999857811	0.001181120838
13	0.9998428532	0.0009571798805
14	0.9998428532	0.0008335254248
15	0.999857811	0.0007209495816
16	0.999857811	0.0006921687437
17	0.9998428532	0.0006650831429
18	0.9998653058	0.0006248098023
19	0.9998653058	0.0006073697835
20	0.9998653058	0.0005933120752
21	0.9998727916	0.0005825308356
22	0.9998802754	0.0005459795381
23	0.9998802754	0.0005310634501
24	0.9998877556	0.0005098912266
25	0.9998877556	0.0004939438955
26	0.9998877556	0.0004841131762
27	0.9998877556	0.0004668993412
28	0.9998877556	0.0004603889059
29	0.9998877556	0.0004507086998
30	0.9998877556	0.0004459836154
31	0.9998952394	0.0004315611414
32	0.9999102038	0.0004195707431
33	0.9999102025	0.0004088032048
34	0.9999102025	0.0004049214288
35	0.9999027172	0.0003950130979
36	0.9999027172	0.0003897466166
37	0.9999027172	0.0003884503126
38	0.9999027186	0.0003793709323
39	0.9999102025	0.0003742292175
40	0.9999102038	0.0003660931643
41	0.999925171	0.0003558051392
42	0.999925171	0.0003524228001
43	0.9999251721	0.0003431176071
44	0.9999326544	0.0003397014718
45	0.999925171	0.0003375600897
46	0.999925171	0.0003360765646
47	0.999925171	0.000333842414
48	0.9999326534	0.000325265268
49	0.999925171	0.0003242301145
50	0.9999326534	0.0003176130382
51	0.9999326534	0.0003127902757
52	0.9999326534	0.0003118812587
53	0.9999401359	0.0003019746405
54	0.9999326534	0.0002952652524
55	0.9999401359	0.0002892629601
56	0.9999401359	0.0002868264315
57	0.9999476193	0.0002814433188
58	0.9999401359	0.0002794433159
59	0.9999401359	0.0002771481379
60	0.9999401359	0.0002742732853
61	0.9999476193	0.0002716945782
62	0.9999476193	0.0002709846567
63	0.9999476193	0.0002657406682
64	0.9999476193	0.0002607475828
65	0.9999476193	0.0002594499943
66	0.9999551026	0.0002585671523
67	0.9999551026	0.0002537198419
68	0.9999551026	0.0002495646985
69	0.9999551026	0.0002463443475
70	0.9999551026	0.000244390529
71	0.9999551026	0.0002411582466
72	0.9999551026	0.0002365845461
73	0.9999551026	0.0002346197667
74	0.9999551026	0.0002328048725
75	0.9999551026	0.000230768119
76	0.9999551026	0.0002297434839
77	0.9999551026	0.000225316429
78	0.9999551026	0.0002234821962
79	0.9999551026	0.0002210789643
80	0.9999625852	0.0002174908363
81	0.9999625852	0.0002163612443
82	0.9999625852	0.0002150291174
83	0.9999700684	0.0002130295426
84	0.9999700684	0.0002122246119
85	0.9999700684	0.0002118087807
86	0.9999700684	0.0002099363558
87	0.9999700684	0.0002086983104
88	0.9999700684	0.0002072367073
89	0.9999700684	0.0002071128114
90	0.9999700684	0.0002054599909
91	0.9999700684	0.0002007094309
92	0.9999700684	0.0001988679764
93	0.9999700684	0.0001972916258
94	0.9999700684	0.0001968962607
95	0.9999700684	0.0001937894584
96	0.9999700684	0.0001929560977
97	0.9999700684	0.0001925738201
98	0.9999700684	0.0001923366753
99	0.9999775515	0.0001892607292
100	0.9999775515	0.0001857414211
101	0.9999775515	0.0001854597331
102	0.9999775515	0.0001814585712
103	0.9999775515	0.0001777533836
104	0.9999775515	0.0001757070678
105	0.9999775515	0.0001755000656
106	0.9999775515	0.0001748134361
107	0.9999775515	0.0001715475001
108	0.9999775515	0.000169105491
109	0.9999775515	0.000167237362
110	0.9999775515	0.0001664560087
111	0.9999775515	0.0001656217346
112	0.9999775515	0.0001633782786
113	0.9999775515	0.0001621496813
114	0.9999775515	0.0001611866159
115	0.9999775515	0.0001590222558
116	0.9999775515	0.0001584849835
117	0.9999775515	0.0001581153368
118	0.9999775515	0.0001556423287
119	0.9999775515	0.000155142906
120	0.9999775515	0.0001538409788
121	0.9999775515	0.0001522859934
122	0.9999775515	0.0001503966562
123	0.9999775515	0.0001502338403
124	0.9999775515	0.0001490785444
125	0.9999775515	0.000148197044
126	0.9999775515	0.0001477194004
127	0.9999775515	0.0001470068814
128	0.9999775515	0.0001465396136
129	0.9999775515	0.0001459903386
130	0.9999775515	0.0001452013069
131	0.9999775515	0.0001434592146
132	0.9999775515	0.000143052803
133	0.9999775515	0.0001419447334
134	0.9999775515	0.0001412804254
135	0.9999775515	0.0001408836617
136	0.9999775515	0.000140766802
137	0.9999775515	0.0001388362327
138	0.9999775515	0.0001371706958
139	0.9999775515	0.0001368374286
140	0.9999775515	0.0001357008434
141	0.9999775515	0.0001341830938
142	0.9999775515	0.0001323086709
143	0.9999775515	0.0001320734385
144	0.9999775515	0.0001312752014
145	0.9999775515	0.0001294451931
146	0.9999775515	0.0001271913471
147	0.9999775515	0.0001265861254
148	0.9999775515	0.0001264102078
149	0.9999775515	0.0001258710374
150	0.9999775515	0.0001251705354
151	0.9999775515	0.0001245525689
152	0.9999775515	0.0001201671313
153	0.9999775515	0.0001197983694
154	0.9999775515	0.0001183481982
155	0.9999775515	0.0001182440477
156	0.9999775515	0.0001181016195
157	0.9999850344	0.0001167638623
158	0.9999850344	0.0001150388965
159	0.9999850344	0.0001143713701
160	0.9999850344	0.0001135954545
161	0.9999850344	0.0001133007933
162	0.9999850344	0.0001126786236
163	0.9999850344	0.0001101794905
164	0.9999850344	0.0001096342116
165	0.9999850344	0.0001079897617
166	0.9999850344	0.0001076187306
167	0.9999850344	0.0001066553655
168	0.9999850344	0.0001055375481
169	0.9999850344	0.0001051369452
170	0.9999850344	0.0001046182695
171	0.9999850344	0.0001045285695
172	0.9999850344	0.000103937149
173	0.9999850344	0.0001037578346
