iter	Logloss
0	0.2931483824
1	0.1183033386
2	0.08255960508
3	0.05920760061
4	0.04572319447
5	0.03961358549
6	0.03586201589
7	0.03271781825
8	0.03105140598
9	0.02884522348
10	0.02825954241
11	0.0279346277
12	0.02675992948
13	0.02655601559
14	0.02627526021
15	0.02608802529
16	0.02576107957
17	0.02559760664
18	0.02551936342
19	0.02550955896
20	0.0254754725
21	0.02546014257
22	0.02520176993
23	0.02507865329
24	0.02497715553
25	0.02493498821
26	0.02484340362
27	0.02475380747
28	0.02468662691
29	0.02465781835
30	0.0246318193
31	0.02460856402
32	0.02453376304
33	0.02450300654
34	0.02447098687
35	0.02443565811
36	0.02442125342
37	0.0244007537
38	0.02439600442
39	0.02433405981
40	0.02423331888
41	0.02421072888
42	0.02420087601
43	0.02418723429
44	0.02417607913
45	0.0241705634
46	0.02416790234
47	0.02415035134
48	0.02413283943
49	0.02408900209
50	0.02405372833
51	0.02404891614
52	0.02404133944
53	0.02404131765
54	0.02402830951
55	0.02402382873
56	0.02401631958
57	0.02401582988
58	0.02401297876
59	0.02400936711
60	0.02400792934
61	0.02400789549
62	0.02399924899
63	0.02399453447
64	0.02399435373
65	0.02398617221
66	0.023961434
67	0.02395674818
68	0.0239397538
69	0.02393345915
70	0.02393146781
71	0.0239281541
72	0.02392726209
73	0.0239266031
74	0.02392438262
75	0.02390962747
76	0.02390831207
77	0.0238902614
78	0.02388869191
79	0.02388831902
80	0.02388773723
81	0.02387429065
82	0.02386913547
83	0.02385898392
84	0.02385121858
85	0.02384518997
86	0.02384046493
87	0.02383673751
88	0.02383377843
89	0.02383141245
90	0.02382950616
91	0.0238279545
92	0.02382667858
93	0.0238256182
94	0.02382472686
95	0.02382396925
96	0.02382331933
97	0.02382275625
98	0.02382226414
99	0.02382183038
100	0.0238214455
101	0.02382110193
102	0.02382079322
103	0.02382051414
104	0.02382026095
105	0.02382008719
106	0.02381987105
107	0.02381967255
108	0.02381953547
109	0.0238195258
110	0.023819354
111	0.02381932762
112	0.02381917029
113	0.023819024
114	0.02381888762
115	0.02381886511
116	0.02381873911
117	0.02381862106
118	0.02381859709
119	0.02381848769
120	0.02381848767
121	0.02381848765
122	0.02381848763
123	0.0238184876
124	0.02381848758
125	0.02381848758
126	0.02381848758
127	0.02381848758
128	0.02381848758
129	0.02381848758
130	0.02381848758
131	0.02381848758
132	0.02381848758
133	0.02381848758
134	0.02381848758
135	0.02381848758
136	0.02381848758
137	0.02381848758
138	0.02381848758
139	0.02381848758
140	0.02381848758
141	0.02381848758
142	0.02381848758
143	0.02381848758
144	0.02381848758
145	0.02381848758
146	0.02381848758
147	0.02381848758
148	0.02381848758
149	0.02381848758
150	0.02381848758
151	0.02381848758
152	0.02381848758
153	0.02381848758
154	0.02381848758
155	0.02381848758
156	0.02381848758
157	0.02381848758
158	0.02381848758
159	0.02381848758
160	0.02381848758
161	0.02381848758
162	0.02381848758
163	0.02381848758
164	0.02381848758
165	0.02381848758
166	0.02381848758
167	0.02381848758
168	0.02381848758
169	0.02381848758
170	0.02381848758
171	0.02381848758
172	0.02381848758
173	0.02381848758
174	0.02381848758
175	0.02381848758
176	0.02381848758
177	0.02381848758
178	0.02381848758
179	0.02381848758
180	0.02381848758
181	0.02381848758
182	0.02381848758
183	0.02381848758
184	0.02381848758
185	0.02381848758
186	0.02381848758
187	0.02381848758
188	0.02381848758
189	0.02381848758
190	0.02381848758
191	0.02381848758
192	0.02381848758
193	0.02381848758
194	0.02381848758
195	0.02381848758
196	0.02381848758
197	0.02381848758
198	0.02381848758
199	0.02381848758
200	0.02381848758
201	0.02381848758
202	0.02381848758
203	0.02381848758
204	0.02381848758
205	0.02381848758
206	0.02381848758
207	0.02381848758
208	0.02381848758
209	0.02381848758
210	0.02381848758
211	0.02381848758
212	0.02381848758
213	0.02381848758
214	0.02381848758
215	0.02381848758
216	0.02381848758
217	0.02381848758
218	0.02381848758
219	0.02381848758
220	0.02381848758
221	0.02381848758
222	0.02381848758
223	0.02381848758
224	0.02381848758
225	0.02381848758
226	0.02381848758
227	0.02381848758
228	0.02381848758
229	0.02381848758
230	0.02381848758
231	0.02381848758
232	0.02381848758
233	0.02381848758
234	0.02381848758
235	0.02381848758
236	0.02381848758
237	0.02381848758
238	0.02381848758
239	0.02381848758
240	0.02381848758
241	0.02381848758
242	0.02381848758
243	0.02381848758
244	0.02381848758
245	0.02381848758
246	0.02381848758
247	0.02381848758
248	0.02381848758
249	0.02381848758
250	0.02381848758
251	0.02381848758
252	0.02381848758
253	0.02381848758
254	0.02381848758
255	0.02381848758
256	0.02381848758
257	0.02381848758
258	0.02381848758
259	0.02381848758
260	0.02381848758
261	0.02381848758
262	0.02381848758
263	0.02381848758
264	0.02381848758
265	0.02381848758
266	0.02381848758
267	0.02381848758
268	0.02381848758
269	0.02381848758
270	0.02381848758
271	0.02381848758
272	0.02381848758
273	0.02381848758
274	0.02381848758
275	0.02381848758
276	0.02381848758
277	0.02381848758
278	0.02381848758
279	0.02381848758
280	0.02381848758
281	0.02381848758
282	0.02381848758
283	0.02381848758
284	0.02381848758
285	0.02381848758
286	0.02381848758
287	0.02381848758
288	0.02381848758
289	0.02381848758
290	0.02381848758
291	0.02381848758
292	0.02381848758
293	0.02381848758
294	0.02381848758
295	0.02381848758
296	0.02381848758
297	0.02381848758
298	0.02381848758
299	0.02381848758
